study_id,esvd2_0_biome,esvd2_0_ecozones,esvd2_0_ecosystems,es_1,countries,continent,scale_of_site,protection_status,site_area_in_hectares,ecosystem_condition,latitude,longitude,valuation_methods,value_year,beneficiary_unit,number_of_beneficiaries,int_per_hectare_per_year,year_pub
1191,Intensive land use,Annual cropland,Intensive annual cropland,"Existence, bequest values",Ethiopia,Africa,Sub-national,NA,193309,Highly degraded (or intensively managed),13.166667,39.666667,Multimetodologia,2017,household,22,22.39,2019
1190,Rivers and lakes,Rivers and streams,Permanent upland streams,Water,Costa Rica,North America,Local,No protection,193309,Intermediate,10.0273796,-84.3586835,CV,2009,household,2400,660.4599999999999,2012
1189,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Opportunities for recreation and tourism,Ghana,Africa,Sub-national,Protected,4800,Intermediate,9.7,-1.833333,CE,2019,household,4444,67.75,2021
1189,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Opportunities for recreation and tourism,Ghana,Africa,Sub-national,Protected,484000,Intermediate,9.7,-1.833333,CE,2019,household,4444,0.03,2021
1189,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Waste treatment,Ghana,Africa,Sub-national,Protected,484000,Intermediate,9.7,-1.833333,CE,2019,household,4444,0.22,2021
1189,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Waste treatment,Ghana,Africa,Sub-national,Protected,484000,Intermediate,9.7,-1.833333,CE,2019,household,4444,0.16,2021
1189,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,"Existence, bequest values",Ghana,Africa,Sub-national,Protected,484000,Intermediate,9.7,-1.833333,CE,2019,household,4444,0.21000000000000002,2021
1189,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,"Existence, bequest values",Ghana,Africa,Sub-national,Protected,484000,Intermediate,9.7,-1.833333,CE,2019,household,4444,0.05,2021
1188,Intensive land use,Sown pastures and fields,Sown pastures and fields,"Existence, bequest values",Colombia,South America,Sub-national,NA,484000,Highly degraded (or intensively managed),4.960888,-71.078988,CE,2017,person,NA,0.17,2020
1186,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,"Existence, bequest values",Ghana,Africa,Local,Protected,360,Intermediate,5.624694,-0.20375,CV,2020,household,1036426,44171.450000000004,2022
1186,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,"Existence, bequest values",Ghana,Africa,Local,Protected,14,Intermediate,5.624694,-0.20375,CV,2020,household,1036426,1839363.01,2022
1186,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,"Existence, bequest values",Ghana,Africa,Local,Protected,14,Intermediate,5.6634,-0.2654,CV,2020,household,1036426,1141954.86,2022
1186,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,"Existence, bequest values",Ghana,Africa,Local,Protected,215000,Intermediate,5.9477,0.112,CV,2020,household,1036426,0.32,2022
1186,Urban green and blue infrastructure,Urban green infrastructure,Other green infrastructure,"Existence, bequest values",Ghana,Africa,Local,Protected,4700,Intermediate,5.9477,0.112,CV,2020,household,1036426,2678.73,2022
1186,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,"Existence, bequest values",Ghana,Africa,Local,Protected,4700,Intermediate,5.6634,-0.2654,CV,2020,household,1036426,4768.2699999999995,2022
1181,Rivers and lakes,Freshwater lakes,Large permanent freshwater lakes,Maintenance of genetic diversity,Malawi,Africa,Local,Partially protected,7000000,Highly degraded (or intensively managed),-14.666667,35.25,CV,2020,household,11053,0.45,2022
1180,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,Opportunities for recreation and tourism,Ecuador,South America,Local,Protected,42000,NA,-2.194061,-79.879874,Multimetodologia,2018,total,19200000,18.79,2020
1180,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,Opportunities for recreation and tourism,Ecuador,South America,Local,Protected,17.9,NA,-2.194061,-79.879874,TC,2018,total,19200000,43031435.8,2020
1179,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Biological control,Brazil,South America,Local,Protected,37644,NA,-24.131389,-47.949167,MP,2017,total,NA,43.71,2021
1179,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Climate regulation,Brazil,South America,Local,Protected,17.9,Well-functioning (or extensively managed),-24.131389,-47.949167,MP,2017,total,NA,34903918.2,2021
1178,Tropical and subtropical forests,Tropical and subtropical mountain forest,Tropical cloud forest,Erosion prevention,Ethiopia,Africa,Sub-national,Partially protected,37644,Highly degraded (or intensively managed),6.25,35.166667,PF,2018,total,NA,23.36,2022
1178,Tropical and subtropical forests,Tropical and subtropical mountain forest,Tropical cloud forest,Erosion prevention,Ethiopia,Africa,Sub-national,Partially protected,1400000,Highly degraded (or intensively managed),6.25,35.166667,PF,2018,total,NA,0.8700000000000001,2022
1178,Tropical and subtropical forests,Tropical and subtropical mountain forest,Tropical cloud forest,Erosion prevention,Ethiopia,Africa,Sub-national,Partially protected,1400000,Highly degraded (or intensively managed),6.25,35.166667,PF,2018,total,NA,0.64,2022
1178,Tropical and subtropical forests,Tropical and subtropical mountain forest,Tropical cloud forest,Erosion prevention,Ethiopia,Africa,Sub-national,Partially protected,1400000,Highly degraded (or intensively managed),6.25,35.166667,PF,2018,total,NA,3.55,2022
1178,Tropical and subtropical forests,Tropical and subtropical mountain forest,Tropical cloud forest,Erosion prevention,Ethiopia,Africa,Sub-national,Partially protected,1400000,Highly degraded (or intensively managed),6.25,35.166667,DC,2018,total,NA,17.759999999999998,2022
1178,Tropical and subtropical forests,Tropical and subtropical mountain forest,Tropical cloud forest,Erosion prevention,Ethiopia,Africa,Sub-national,Partially protected,1400000,Highly degraded (or intensively managed),6.25,35.166667,DC,2018,total,NA,13.99,2022
1178,Tropical and subtropical forests,Tropical and subtropical mountain forest,Tropical cloud forest,Erosion prevention,Ethiopia,Africa,Sub-national,Partially protected,1400000,Highly degraded (or intensively managed),6.25,35.166667,DC,2018,total,NA,10.43,2022
1178,Tropical and subtropical forests,Tropical and subtropical mountain forest,Tropical cloud forest,Erosion prevention,Ethiopia,Africa,Sub-national,Partially protected,1400000,Highly degraded (or intensively managed),6.25,35.166667,DC,2018,total,NA,55.5,2022
1175,Tropical and subtropical forests,Tropical and subtropical dry forest,Subtropical dry forest,Food,Sudan,Africa,Sub-national,No protection,12000000,NA,11.133333,29.883333,PF,2015,total,50000,193.2,2020
1173,Intensive land use,Perennial monoculture,Vinyards,Biological control,Chile,South America,Local,NA,2472,NA,-33.829722,-70.642778,DC,2018,total,395,1145.8799999999999,2020
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,368.44,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,549.63,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,205.43,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,107.64999999999999,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,288.26,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,245.84,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,574.87,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,274.35,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,355.61,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,865.37,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,408.98999999999995,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,196.56,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,4365000,NA,6.03,-0.45,MP,2020,total,NA,0.7899999999999999,2021
1170,Intensive land use,Perennial agroforestry,Shaded perennial crop systems,Climate regulation,Ghana,Africa,Local,NA,NA,NA,6.03,-0.45,MP,2020,total,NA,322.03,2021
1169,Marine,Deep sea floor,Deepwater beds,Food,Canada,North America,Local,Partially protected,NA,Intermediate,47,-45,MP,2012,total,1524000,209.29,2019
1169,Marine,Deep sea floor,Deepwater beds,Food,Canada,North America,Local,Partially protected,5639500,Intermediate,47,-45,MP,2011,total,1524000,5.07,2019
1169,Marine,Deep sea floor,Deepwater beds,Food,Canada,North America,Local,Partially protected,5639500,Intermediate,47,-45,MP,2010,total,1524000,7.55,2019
1169,Marine,Deep sea floor,Deepwater beds,Waste treatment,Canada,North America,Local,Partially protected,5639500,Intermediate,47,-45,RC,2018,total,1524000,6.18,2019
1167,Rangelands and natural grasslands,Temperate grassy woodlands,Temperate grassy woodlands,"Existence, bequest values",Argentina,South America,Sub-national,No protection,13488,Highly degraded (or intensively managed),-34.220831,-64.668571,CV,2012,household,115854,2.08,2018
1166,Rivers and lakes,Rivers and streams,Seasonal lowland rivers,Water,Brazil,South America,Sub-national,Partially protected,37648,Highly degraded (or intensively managed),-21.6,-41.01,CV,2017,household,143126,829.73,2019
1165,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Climate regulation,Namibia,Africa,Local,NA,NA,NA,-20.25,17.7,SC,2016,total,NA,1159.86,2022
1165,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Climate regulation,Namibia,Africa,Local,NA,NA,NA,-20.25,17.7,SC,2016,total,NA,1253.57,2022
1164,Tropical and subtropical forests,Tropical and subtropical mountain forest,Subtropical mountain forest,"Existence, bequest values",Brazil,South America,Sub-national,NA,3841,NA,-22.104079,-47.755952,OC,2019,total,NA,224.36,2021
1164,Tropical and subtropical forests,Tropical and subtropical mountain forest,Subtropical mountain forest,"Existence, bequest values",Brazil,South America,Sub-national,NA,1819,NA,-22.104079,-47.755952,OC,2019,total,NA,1764.25,2021
1164,Tropical and subtropical forests,Tropical and subtropical mountain forest,Subtropical mountain forest,"Existence, bequest values",Brazil,South America,Sub-national,NA,NA,NA,-22.104079,-47.755952,OC,2019,total,NA,3007.84,2021
1164,Tropical and subtropical forests,Tropical and subtropical mountain forest,Subtropical mountain forest,"Existence, bequest values",Brazil,South America,Sub-national,NA,6096,NA,-22.104079,-47.755952,OC,2019,total,NA,107.25,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,647.03,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,"Existence, bequest values",Ghana,Africa,Sub-national,Protected,2759,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,374.13,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,"Existence, bequest values",Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,5.49,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,"Existence, bequest values",Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,7.54,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Spiritual experience,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,176.44,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Aesthetic information,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,253.7,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Spiritual experience,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,321.65000000000003,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Air quality regulation,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,294.74,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Air quality regulation,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,283.40999999999997,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,62.04,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Water,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,1176.6499999999999,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,63.07,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,26.68,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,353.46999999999997,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,1447.3799999999999,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,564.54,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,160.03,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,531.97,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,409.33,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,615.6,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Medicinal resources,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,917.3599999999999,2021
1163,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Ghana,Africa,Sub-national,Protected,535598,Intermediate,9.2729409,-1.9106342,CV,2018,household,0,24.93,2021
1162,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Somalia,Africa,Local,Partially protected,535598,Intermediate,9.8708,44.93564,Multimetodologia,2020,total,2500,402.63,2021
1161,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Somalia,Africa,Local,Partially protected,2100,Intermediate,9.91229,49.39222,Multimetodologia,2016,total,50,337.18,2021
1161,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Somalia,Africa,Local,Partially protected,2100,Intermediate,9.91229,49.39222,Multimetodologia,2016,total,50,262.69,2021
1155,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Kenya,Africa,Local,Partially protected,330400,Intermediate,0.316807,38.200293,Multimetodologia,2019,household,NA,1655.57,2020
1150,Intensive land use,Annual cropland,Extensive annual cropland,Food,Senegal,Africa,Local,Partially protected,110500,Intermediate,13.914693,-15.670152,Multimetodologia,2018,total,NA,269.53,2019
1150,Intensive land use,Annual cropland,Extensive annual cropland,Food,Senegal,Africa,Local,Partially protected,128,Intermediate,13.914693,-15.670152,Multimetodologia,2018,total,NA,2.2,2019
1150,Intensive land use,Annual cropland,Extensive annual cropland,Food,Senegal,Africa,Local,Partially protected,1,Intermediate,13.914693,-15.670152,Multimetodologia,2018,total,NA,1576.42,2019
1150,Intensive land use,Annual cropland,Extensive annual cropland,Food,Senegal,Africa,Local,Partially protected,182,Intermediate,13.914693,-15.670152,Multimetodologia,2018,total,NA,8.2,2019
1150,Intensive land use,Annual cropland,Extensive annual cropland,Food,Senegal,Africa,Local,Partially protected,128,Intermediate,13.914693,-15.670152,Multimetodologia,2018,total,NA,2.2,2019
1150,Intensive land use,Annual cropland,Extensive annual cropland,Food,Senegal,Africa,Local,Partially protected,1,Intermediate,13.914693,-15.670152,Multimetodologia,2018,total,NA,1194.6799999999998,2019
1149,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,Benin,Africa,Local,Partially protected,5,Intermediate,11.297312,2.435906,MP,2016,total,16600,644.8,2017
1149,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,Benin,Africa,Local,Partially protected,438300,Intermediate,11.297312,2.435906,MP,2016,total,16600,475.92999999999995,2017
1149,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,Benin,Africa,Local,Partially protected,438300,Intermediate,11.297312,2.435906,MP,2016,total,16600,623.8599999999999,2017
1149,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,Benin,Africa,Local,Partially protected,438300,Intermediate,11.297312,2.435906,MP,2016,total,16600,342.06,2017
1149,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,Benin,Africa,Local,Partially protected,438300,Intermediate,11.297312,2.435906,MP,2016,total,16600,432.05,2017
1149,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,Benin,Africa,Local,Partially protected,438300,Intermediate,11.297312,2.435906,MP,2016,total,16600,635.93,2017
1148,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,Benin,Africa,Local,Partially protected,438300,Intermediate,11.297312,2.435906,MP,2016,total,16600,220.76999999999998,2017
1148,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,Benin,Africa,Local,Partially protected,438300,Intermediate,11.297312,2.435906,MP,2016,total,16600,787.1700000000001,2017
1148,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,Benin,Africa,Local,Partially protected,438300,Intermediate,11.297312,2.435906,MP,2016,total,16600,699.59,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Namibia,Africa,National,Partially protected,10500000,Intermediate,-20.028368,16.159152,OT,2015,total,NA,0.21000000000000002,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Opportunities for recreation and tourism,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,6999,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Opportunities for recreation and tourism,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,0.29000000000000004,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,0.03,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,6.55,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,4.83,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,0.72,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,1.05,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,0.91,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Regulation of water flows,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,1.99,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,0.58,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Namibia,Africa,National,Partially protected,26333333.3,Intermediate,-20.028368,16.159152,OT,2015,total,NA,16459.66,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Namibia,Africa,National,Partially protected,26333333.3,Intermediate,-20.028368,16.159152,OT,2015,total,NA,63788.310000000005,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Namibia,Africa,National,Partially protected,26333333.3,Intermediate,-20.028368,16.159152,OT,2015,total,NA,14181.51,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Climate regulation,Namibia,Africa,National,Partially protected,26333333.3,Intermediate,-20.028368,16.159152,OT,2015,total,NA,27337.85,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Namibia,Africa,National,Partially protected,26333333.3,Intermediate,-20.028368,16.159152,OT,2015,total,NA,0.13,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Namibia,Africa,National,Partially protected,26333333.3,Intermediate,-20.028368,16.159152,OT,2015,total,NA,1.2,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Namibia,Africa,National,Partially protected,26333333.3,Intermediate,-20.028368,16.159152,OT,2015,total,NA,0.6799999999999999,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Raw materials,Namibia,Africa,National,Partially protected,26333333.3,Intermediate,-20.028368,16.159152,Multimetodologia,2015,total,NA,6.02,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Regulation of water flows,Namibia,Africa,National,Partially protected,26333333.3,Intermediate,-20.028368,16.159152,OT,2015,total,NA,2.3099999999999996,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Namibia,Africa,National,Partially protected,26333333.3,Intermediate,-20.028368,16.159152,OT,2015,total,NA,29.39,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,15140.68,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Namibia,Africa,Sub-national,Partially protected,10500000,Intermediate,-20.25,17.7,OT,2015,total,NA,4142.26,2017
1147,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Namibia,Africa,Sub-national,Partially protected,438300,Intermediate,-20.25,17.7,OT,2015,total,NA,384.2,2017
1145,Intensive land use,Annual cropland,Irrigated annual cropland,Food,Uzbekistan,Asia,National,No protection,1600,Intermediate,40.704471,69.159817,Multimetodologia,2014,total,NA,121.03,2016
1145,Intensive land use,Annual cropland,Irrigated annual cropland,Food,Uzbekistan,Asia,National,No protection,32844,Intermediate,40.704471,69.159817,Multimetodologia,2014,total,NA,1789.58,2016
1145,Intensive land use,Annual cropland,Irrigated annual cropland,Food,Uzbekistan,Asia,National,No protection,32844,Intermediate,40.704471,69.159817,Multimetodologia,2014,total,NA,456.26,2016
1145,Intensive land use,Annual cropland,Irrigated annual cropland,Food,Uzbekistan,Asia,National,No protection,32844,Intermediate,40.704471,69.159817,Multimetodologia,2014,total,NA,1495.3899999999999,2016
1145,Intensive land use,Annual cropland,Irrigated annual cropland,Food,Uzbekistan,Asia,National,No protection,32844,Intermediate,40.704471,69.159817,Multimetodologia,2014,total,NA,1495.11,2016
1145,Intensive land use,Annual cropland,Irrigated annual cropland,Food,Uzbekistan,Asia,National,No protection,32844,Intermediate,40.704471,69.159817,Multimetodologia,2014,total,NA,11.9,2016
1139,Intensive land use,Annual cropland,Intensive annual cropland,Food,Kenya,Africa,Sub-national,No protection,1600000,Intermediate,0.132768,34.198991,CV,2015,household,NA,397.01,2016
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Regulation of water flows,Mali,Africa,Local,No protection,171884.2,Intermediate,14.522725,-4.174451,MP,2014,total,60000,23.49,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,716891,Intermediate,14.522725,-4.174451,Multimetodologia,2014,total,NA,336.25,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,171884.2,Intermediate,14.522725,-4.174451,Multimetodologia,2014,total,NA,86.24000000000001,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,171884.2,Intermediate,14.522725,-4.174451,Multimetodologia,2014,total,NA,1161.4,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,171884.2,Intermediate,14.522725,-4.174451,MP,2014,total,60000,3806.74,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,171884.2,Intermediate,14.522725,-4.174451,MP,2014,total,60000,86.24000000000001,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,171884.2,Intermediate,14.522725,-4.174451,MP,2014,total,60000,158.94,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,171884.2,Intermediate,14.522725,-4.174451,MP,2014,total,NA,195.23999999999998,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,NA,117.86999999999999,2015
